key,fare_amount
2015-01-27 13:08:24.0000002,10.4475975
2015-01-27 13:08:24.0000003,10.59156322
2011-10-08 11:53:44.0000002,4.683330059
2012-12-01 21:12:12.0000002,8.489553452
2012-12-01 21:12:12.0000003,16.81893158
2012-12-01 21:12:12.0000005,11.36517429
2011-10-06 12:10:20.0000001,5.404794216
2011-10-06 12:10:20.0000003,48.128582
2011-10-06 12:10:20.0000002,12.08927536
2014-02-18 15:22:20.0000002,6.795805931
2014-02-18 15:22:20.0000003,10.51991177
2014-02-18 15:22:20.0000001,16.94288445
2010-03-29 20:20:32.0000002,4.667102814
2010-03-29 20:20:32.0000001,6.373198986
2011-10-06 03:59:12.0000002,7.913677692
2011-10-06 03:59:12.0000001,12.76361465
2012-07-15 16:45:04.0000006,9.286048889
2012-07-15 16:45:04.0000002,9.128205299
2012-07-15 16:45:04.0000003,4.870303631
2012-07-15 16:45:04.0000004,4.627466202
2014-10-29 02:09:56.0000001,7.337717056
2014-06-14 13:39:00.00000010,9.864505768
2014-06-14 13:39:00.00000060,7.620971203
2014-06-14 13:39:00.00000087,9.778213501
2014-06-14 13:39:00.00000050,19.81128502
2014-06-14 13:39:00.0000003,7.013154984
2014-06-14 13:39:00.000000158,49.51399612
2014-06-14 13:39:00.00000015,35.78497696
2014-06-14 13:39:00.00000073,7.211354733
2014-06-14 13:39:00.00000077,17.31189728
2014-06-14 13:39:00.000000145,12.75340939
2014-06-14 13:39:00.00000079,7.211354733
2014-06-14 13:39:00.000000121,6.90871954
2014-06-14 13:39:00.00000021,12.18399525
2014-06-14 13:39:00.0000005,9.988537788
2014-06-14 13:39:00.000000165,8.239189148
2014-06-14 13:39:00.000000184,7.211354733
2014-06-14 13:39:00.00000059,6.650486469
2014-06-14 13:39:00.00000070,8.239189148
2014-06-14 13:39:00.00000068,5.726206303
2014-06-14 13:39:00.000000133,24.14705849
2014-06-14 13:39:00.000000128,11.62361336
2014-06-14 13:39:00.000000136,20.6627636
2014-06-14 13:39:00.00000017,10.95973969
2014-06-14 13:39:00.000000111,5.259422302
2014-06-14 13:39:00.000000115,12.9122982
2014-06-14 13:39:00.000000168,6.28436327
2014-06-14 13:39:00.00000031,7.211354733
2014-06-14 13:39:00.000000116,6.783700943
2014-06-14 13:39:00.00000051,5.726206303
2014-06-14 13:39:00.000000193,12.9122982
2014-06-14 13:39:00.000000132,14.08639526
2014-06-14 13:39:00.000000167,20.6627636
2014-06-14 13:39:00.00000044,7.013154984
2014-06-14 13:39:00.000000138,7.620971203
2014-06-14 13:39:00.00000066,17.31189728
2014-06-14 13:39:00.00000063,14.20614433
2014-06-14 13:39:00.000000154,10.95973969
2014-06-14 13:39:00.00000097,14.66814995
2014-06-14 13:39:00.00000067,15.02958679
2014-06-14 13:39:00.000000179,7.620971203
2014-06-14 13:39:00.00000092,11.62361336
2014-06-14 13:39:00.00000029,5.871179581
2014-06-14 13:39:00.000000177,6.070968628
2014-06-14 13:39:00.000000192,8.239189148
2014-06-14 13:39:00.000000181,7.620971203
2014-06-14 13:39:00.000000120,11.88283825
2014-06-14 13:39:00.0000008,6.783700943
2014-06-14 13:39:00.000000103,5.259422302
2014-06-14 13:39:00.00000049,19.81128502
2014-06-14 13:39:00.000000108,7.57659483
2014-06-14 13:39:00.00000072,5.50930357
2014-06-14 13:39:00.000000182,12.75340939
2014-06-14 13:39:00.00000061,7.620971203
2014-06-14 13:39:00.00000093,11.35267925
2014-06-14 13:39:00.000000170,12.75340939
2014-06-14 13:39:00.000000147,49.51399612
2014-06-14 13:39:00.000000140,9.378098488
2014-06-14 13:39:00.000000159,5.259422302
2014-06-14 13:39:00.00000012,5.871179581
2014-06-14 13:39:00.00000025,7.013154984
2014-06-14 13:39:00.000000156,6.90871954
2014-06-14 13:39:00.000000152,8.239189148
2014-06-14 13:39:00.000000129,11.35267925
2014-06-14 13:39:00.000000119,20.6627636
2014-06-14 13:39:00.000000118,7.57659483
2014-06-14 13:39:00.00000076,5.259422302
2014-06-14 13:39:00.000000135,8.090398788
2014-06-14 13:39:00.00000023,18.07727814
2014-06-14 13:39:00.00000082,11.62361336
2014-06-14 13:39:00.000000125,11.88283825
2014-06-14 13:39:00.00000075,9.864505768
2014-06-14 13:39:00.000000124,7.57659483
2014-06-14 13:39:00.000000172,7.211354733
2014-06-14 13:39:00.00000024,15.56985188
2014-06-14 13:39:00.000000169,16.10083771
2014-06-14 13:39:00.00000052,12.75340939
2014-06-14 13:39:00.000000161,15.02958679
2014-06-14 13:39:00.00000038,8.090398788
2014-06-14 13:39:00.00000035,11.88283825
2014-06-14 13:39:00.00000053,12.18399525
2014-06-14 13:39:00.000000183,7.57659483
2014-06-14 13:39:00.000000131,58.0456543
2014-06-14 13:39:00.000000180,7.57659483
2014-06-14 13:39:00.000000130,9.378098488
2014-06-14 13:39:00.00000032,5.259422302
2014-06-14 13:39:00.000000148,12.9122982
2014-06-14 13:39:00.0000007,11.35267925
2014-06-14 13:39:00.00000095,12.9122982
2014-06-14 13:39:00.000000144,35.78497696
2014-06-14 13:39:00.000000141,37.55876923
2014-06-14 13:39:00.000000162,20.6627636
2014-06-14 13:39:00.00000018,12.18399525
2014-06-14 13:39:00.00000054,10.95973969
2014-06-14 13:39:00.00000040,7.211354733
2014-06-14 13:39:00.00000096,9.159009933
2014-06-14 13:39:00.00000055,27.44811058
2014-06-14 13:39:00.000000109,12.75340939
2014-06-14 13:39:00.000000151,8.137132645
2014-06-14 13:39:00.00000016,11.88283825
2014-06-14 13:39:00.00000062,11.88283825
2014-06-14 13:39:00.000000191,9.378098488
2014-06-14 13:39:00.00000034,9.988537788
2014-06-14 13:39:00.000000160,6.650486469
2014-06-14 13:39:00.00000013,7.620971203
2014-06-14 13:39:00.000000188,5.259422302
2014-06-14 13:39:00.00000086,8.751533508
2014-06-14 13:39:00.000000185,13.26003838
2014-06-14 13:39:00.00000074,8.960911751
2014-06-14 13:39:00.00000022,19.81128502
2014-06-14 13:39:00.00000036,6.650486469
2014-06-14 13:39:00.000000126,9.378098488
2014-06-14 13:39:00.000000190,8.210412979
2014-06-14 13:39:00.00000042,7.620971203
2014-06-14 13:39:00.000000178,8.090398788
2014-06-14 13:39:00.000000163,5.259422302
2014-06-14 13:39:00.00000020,14.08639526
2014-06-14 13:39:00.00000098,6.437417507
2014-06-14 13:39:00.000000114,24.14705849
2014-06-14 13:39:00.00000045,9.778213501
2014-06-14 13:39:00.00000094,5.50930357
2014-06-14 13:39:00.000000146,10.39711189
2014-06-14 13:39:00.00000033,9.864505768
2014-06-14 13:39:00.000000143,6.070968628
2014-06-14 13:39:00.000000107,7.013154984
2014-06-14 13:39:00.00000048,10.81577396
2014-06-14 13:39:00.00000043,11.88283825
2014-06-14 13:39:00.000000123,10.81577396
2014-06-14 13:39:00.000000134,9.988537788
2014-06-14 13:39:00.000000142,6.650486469
2014-06-14 13:39:00.000000122,12.75340939
2014-06-14 13:39:00.000000176,10.56209755
2011-12-12 09:42:12.0000004,5.996885777
2011-12-12 09:42:12.0000002,4.97542429
2011-12-12 09:42:12.0000001,12.09300804
2011-12-12 09:42:12.0000003,7.850449562
2011-12-12 09:42:12.0000005,7.850449562
2013-06-27 00:20:40.0000001,22.30752373
2013-06-27 00:20:40.0000003,12.25878048
2009-02-20 13:34:16.0000001,8.757674217
2009-02-20 13:34:16.0000002,12.4967165
2009-02-20 13:34:16.0000003,6.309113503
2010-08-22 21:14:08.0000001,23.21375275
2010-08-22 21:14:08.0000005,14.96815491
2010-08-22 21:14:08.0000003,4.797455788
2010-08-22 21:14:08.0000002,8.583095551
2012-08-06 08:58:08.0000002,8.973576546
2012-08-06 08:58:08.0000001,16.06844711
2013-11-04 08:34:12.0000003,6.16632843
2013-11-04 08:34:12.0000001,10.95854378
2013-11-04 08:34:12.0000002,10.2946701
2011-06-24 20:34:48.0000002,8.156002045
2011-06-24 20:34:48.0000001,21.56893539
2011-03-28 20:38:36.0000003,6.42154932
2011-03-28 20:38:36.0000004,9.759386063
2011-03-28 20:38:36.0000002,8.266065598
2011-08-14 20:36:28.0000004,6.121683598
2011-08-14 20:36:28.0000001,7.26193428
2011-08-14 20:36:28.0000003,21.33289528
2011-08-14 20:36:28.0000002,7.478849411
2015-02-21 15:52:44.0000004,20.63395691
2015-02-21 15:52:44.0000003,9.828905106
2015-02-21 15:52:44.0000002,18.64214897
2015-02-21 15:52:44.0000001,9.981368065
2013-01-29 11:29:52.0000001,10.53742313
2014-09-12 19:03:48.0000001,9.849555016
2013-11-09 18:52:40.0000004,8.741922379
2013-11-09 18:52:40.0000002,12.85585594
2013-04-25 16:10:04.0000001,56.85175705
2013-04-25 16:10:04.0000002,7.521355629
2013-09-07 14:37:52.0000001,9.72127533
2013-09-07 14:37:52.0000002,9.72127533
2013-09-07 14:37:52.0000003,6.359791279
2011-05-21 13:16:20.0000004,6.096786022
2011-05-21 13:16:20.0000001,6.346661568
2011-05-21 13:16:20.0000003,9.593543053
2011-11-25 16:36:24.0000002,6.378114223
2011-11-25 16:36:24.0000001,11.90054989
2015-01-31 20:54:04.0000001,5.682251453
2010-11-01 23:31:28.0000002,7.441977024
2010-11-01 23:31:28.0000001,9.311938286
2010-11-01 23:31:28.0000003,10.01546955
2011-03-24 15:57:04.0000003,9.286844254
2011-03-24 15:57:04.0000001,7.263099194
2010-05-10 10:37:04.0000005,6.168188095
2010-05-10 10:37:04.0000002,5.175967216
2010-05-10 10:37:04.0000003,8.526865005
2010-05-10 10:37:04.0000006,9.406803131
